"price","types","address","latitude","longtitude","date","sq.","TotalBeds","TotalBaths","TotalReceptions","FlatType"
1495000,"2 bed flat for sale ","Rossetti House, 106-110 Hallam Street, London W1W",51.5228,-0.1443,"1/9/2021","1,080",2,1,2,"flat"
1195000,"6 bed semi-detached house for sale ","Victoria Avenue, Surbiton KT6",51.390338,-0.310757,"1/9/2021",NA,6,2,2,"semi-detached house"
365000,"2 bed flat for sale ","Harefield Road, Uxbridge UB8",51.5512,-0.47973,"1/9/2021",NA,2,2,1,"flat"
525000,"3 bed flat for sale ","Butterfly Court, Bathurst Square, London N15",51.585405,-0.079656,"1/9/2021",NA,3,2,1,"flat"
550000,"2 bed flat for sale ","Victoria Way, New Charlton, London SE7",51.485344,0.024117,"1/9/2021",NA,2,1,1,"flat"
595000,"2 bed flat for sale ","Park Hill Road, Shortlands, Bromley BR2",51.405719,-0.000347,"1/9/2021",NA,2,2,1,"flat"
450000,"2 bed maisonette for sale ","High Road Leyton, London E10",51.567012,-0.009323,"1/9/2021","624",2,1,1,"maisonette"
1100000,"3 bed flat for sale ","Edith Grove, Chelsea, London SW10",51.4806,-0.180741,"1/9/2021","1,116",3,3,1,"flat"
5e+05,"2 bed terraced house for sale ","Wilmot Road, Leyton, London E10",51.562952,-0.013872,"1/9/2021",NA,2,1,1,"terraced house"
675000,"2 bed flat for sale ","Maxted Road, Peckham Rye SE15",51.465952,-0.072308,"1/9/2021","967",2,1,1,"flat"
1100000,"3 bed terraced house for sale ","Oswyth Road, Camberwell SE5",51.471084,-0.081352,"1/9/2021","1,490",3,2,2,"terraced house"
515000,"4 bed terraced house for sale ","Carmichael Close, Ruislip, Middlesex HA4",51.56,-0.4093,"1/9/2021",NA,4,1,1,"terraced house"
925000,"5 bed semi-detached house for sale ","Nelson Road, New Malden KT3",51.394908,-0.264956,"1/9/2021",NA,5,2,2,"semi-detached house"
470000,"1 bed flat for sale ","Quinton Court, Plough Way, London SE16",51.492191,-0.036843,"1/9/2021",NA,1,1,1,"flat"
350000,"2 bed flat for sale ","Parish Lane, Vickers Court SE20, London, Penge",51.418006,-0.051647,"1/9/2021",NA,2,1,1,"flat"
617500,"3 bed end terrace house for sale ","Dulverton Road, Ruislip HA4",51.571778,-0.410683,"1/9/2021",NA,3,2,1,"end terrace house"
595000,"2 bed flat for sale ","Northumbria Court, 6 Sheen Road, Richmond TW9",51.462284,-0.301058,"1/9/2021","768",2,1,1,"flat"
850000,"2 bed terraced house for sale ","Landells Road, East Dulwich, London SE22",51.452342,-0.072017,"1/9/2021","961",2,1,2,"terraced house"
6e+05,"3 bed semi-detached house for sale ","Ladysmith Road, Enfield EN1",51.656108,-0.069342,"1/9/2021",NA,3,2,2,"semi-detached house"
4e+05,"2 bed end terrace house for sale ","Douglas Road, Hornchurch RM11",51.569349,0.192122,"1/9/2021",NA,2,1,1,"end terrace house"
750000,"2 bed maisonette for sale ","Stansfield Road, London SW9",51.465778,-0.118058,"1/9/2021","943",2,2,1,"maisonette"
930000,"4 bed semi-detached house for sale ","Michleham Down, London N12",51.620363,-0.196765,"1/9/2021",NA,4,1,2,"semi-detached house"
1050000,"2 bed property for sale ","Baring Street, London N1",51.537295,-0.087601,"1/9/2021",NA,2,1,1,"property"
7e+05,"4 bed semi-detached house for sale ","Laburnum Grove, Kingsbury NW9",51.576978,-0.265527,"1/9/2021",NA,4,3,1,"semi-detached house"
270000,"1 bed flat for sale ","Paxton Road, London SE23",51.4323,-0.043445,"1/9/2021",NA,1,0,1,"flat"
409950,"2 bed end terrace house for sale ","Whittington Avenue, Hayes UB4",51.525002,-0.418611,"1/9/2021",NA,2,1,1,"end terrace house"
8e+05,"2 bed flat for sale ","Chelsea Manor Street, London SW3",51.488059,-0.16694,"1/9/2021",NA,2,1,1,"flat"
0,"4 bed detached house for sale ","Parkway, North Hillingdon, Middlesex UB10",51.545525,-0.451082,"1/9/2021",NA,4,2,2,"detached house"
4e+05,"2 bed bungalow for sale ","Swan Road, Feltham, Middlesex TW13",51.434923,-0.384019,"1/9/2021",NA,2,1,1,"bungalow"
5e+05,"2 bed flat for sale ","Camden Road, London NW1",51.547983,-0.130131,"1/9/2021",NA,2,1,1,"flat"
450000,"1 bed flat for sale ","Knightsbridge House, 229 Acton Lane, London W4",51.501076,-0.265008,"1/9/2021",NA,1,1,1,"flat"
3400000,"6 bed detached house for sale ","West Hall Road, Kew TW9",51.475848,-0.278955,"1/9/2021",NA,6,2,3,"detached house"
525000,"1 bed flat for sale ","Elm Bank Mansions, The Terrace, London SW13",51.471507,-0.253155,"1/9/2021",NA,1,1,1,"flat"
1650000,"2 bed flat for sale ","Montagu Square, Marylebone, London W1H",51.5178,-0.158763,"1/9/2021","1,026",2,2,1,"flat"
350000,"2 bed flat for sale ","Stamford Road, London N15",51.58263,-0.06632,"1/9/2021",NA,2,1,1,"flat"
2375000,"3 bed flat for sale ","Merano Residences, 30 Albert Embankment, South Bank SE1",51.490013,-0.122534,"1/9/2021",NA,3,3,1,"flat"
699950,"3 bed terraced house for sale ","Audley Road, London NW4",51.577259,-0.232796,"1/9/2021","1,208",3,1,3,"terraced house"
650000,"4 bed terraced house for sale ","Kingsclere Place, Enfield EN2",51.657168,-0.089059,"1/9/2021",NA,4,3,2,"terraced house"
275000,"1 bed maisonette for sale ","Burness Close, Uxbridge, London UB8",51.538789,-0.478058,"1/9/2021",NA,1,1,1,"maisonette"
215000,"1 bed flat for sale ","Laughton Court, 3 Chiswick Close, Croydon CR0",51.371294,-0.12603,"1/9/2021",NA,1,1,1,"flat"
675000,"Studio for sale ","Upper John Street, Soho W1F",51.51213,-0.13746,"1/9/2021","463",0,1,1,NA
3e+05,"2 bed flat for sale ","River Park Gardens, Bromley BR2",51.41506,-0.00552,"1/9/2021",NA,2,1,1,"flat"
1895000,"3 bed maisonette for sale ","Rostrevor Mews, London SW6",51.4757,-0.206403,"1/9/2021","1,932",3,3,1,"maisonette"
725000,"4 bed detached house for sale ","East Barnet, Hertfordshire EN4",51.634,-0.162,"1/9/2021","1,109",4,0,0,"detached house"
6e+05,"Studio for sale ","Draycott Place, London SW3",51.491725,-0.162091,"1/9/2021",NA,0,1,0,NA
550000,"2 bed end terrace house for sale ","Erskine Road, Walthamstow, London E17",51.585658,-0.025571,"1/9/2021",NA,2,0,0,"end terrace house"
575000,"3 bed property for sale ","Hallowell Road, Northwood HA6",51.606315,-0.418693,"1/9/2021",NA,3,1,2,"property"
1199950,"4 bed semi-detached house for sale ","Greenhill Road, London NW10",51.538098,-0.254581,"1/9/2021",NA,4,0,0,"semi-detached house"
1350000,"5 bed semi-detached house for sale ","Grand Drive, London SW20",51.404636,-0.229041,"1/9/2021",NA,5,3,3,"semi-detached house"
5e+05,"2 bed terraced house for sale ","Brunel Close, London SE19",51.419213,-0.080776,"1/9/2021",NA,2,1,1,"terraced house"
450000,"3 bed semi-detached house for sale ","Cox Lane, West Ewell, Epsom KT19",51.365886,-0.277191,"1/9/2021",NA,3,1,0,"semi-detached house"
295000,"2 bed flat for sale ","Avenue Road, South Norwood, London SE25",51.405217,-0.075136,"1/9/2021",NA,2,1,1,"flat"
4e+05,"2 bed terraced house for sale ","Stanley Road, Hounslow TW3",51.466418,-0.355537,"1/9/2021",NA,2,1,1,"terraced house"
375000,"2 bed flat for sale ","Hillyfield, London E17",51.592456,-0.03645,"1/9/2021",NA,2,2,1,"flat"
2095000,"3 bed flat for sale ","Randolph Avenue, London W9",51.531779,-0.187608,"1/9/2021",NA,3,2,1,"flat"
1e+06,"4 bed detached house for sale ","Holdenhurst Avenue, Finchley, London N12",51.605492,-0.181105,"1/9/2021",NA,4,2,2,"detached house"
770000,"2 bed flat for sale ","College Terrace, London E3",51.52794,-0.033705,"1/9/2021",NA,2,2,1,"flat"
5e+05,"1 bed flat for sale ","Santley Street, London SW4",51.46129,-0.122488,"1/9/2021",NA,1,1,1,"flat"
260000,"2 bed flat for sale ","Canalside Gardens, Southall UB2",51.495414,-0.384575,"1/9/2021",NA,2,2,1,"flat"
1275000,"3 bed terraced house for sale ","Lillian Road, London SW13",51.486991,-0.236536,"1/9/2021",NA,3,2,1,"terraced house"
4950000,"3 bed flat for sale ","Franklins Row, London SW3",51.489424,-0.158586,"1/9/2021","1,733",3,2,2,"flat"
1400000,"3 bed flat for sale ","Durrels House, London W14",51.495678,-0.203354,"1/9/2021",NA,3,2,1,"flat"
450000,"2 bed flat for sale ","Hurstwood Court, 15 Hall Lane, Upminster RM14",51.560258,0.250501,"1/9/2021",NA,2,1,1,"flat"
715000,"4 bed semi-detached house for sale ","Church Drive, North Harrow HA2",51.582015,-0.368486,"1/9/2021",NA,4,2,2,"semi-detached house"
375000,"2 bed flat for sale ","Vermont Road, London SW18",51.4522,-0.190044,"1/9/2021",NA,2,1,1,"flat"
6e+05,"2 bed detached bungalow for sale ","Francis Close, Ewell, Epsom KT19",51.369892,-0.269235,"1/9/2021",NA,2,1,2,"detached bungalow"
4e+05,"1 bed flat for sale ","Swanage Road, London SW18",51.452278,-0.183464,"1/9/2021",NA,1,1,1,"flat"
625000,"4 bed semi-detached house for sale ","Pams Way, Ewell, Epsom KT19",51.362949,-0.26615,"1/9/2021",NA,4,2,1,"semi-detached house"
245000,"2 bed flat for sale ","Hatherley Crescent, Sidcup DA14",51.432498,0.104749,"1/9/2021",NA,2,1,1,"flat"
2500000,"7 bed detached house for sale ","Worlds End Lane, Chelsfield Park BR6",51.350399,0.10282,"1/9/2021",NA,7,6,4,"detached house"
515000,"2 bed property for sale ","Parrs Place, Hampton TW12",51.418512,-0.370273,"1/9/2021",NA,2,1,1,"property"
550000,"2 bed maisonette for sale ","Lonsdale Road, London SW13",51.47445,-0.25059,"1/9/2021",NA,2,0,1,"maisonette"
350000,"1 bed flat for sale ","Clayton Street, London SE11",51.484893,-0.111665,"1/9/2021",NA,1,1,1,"flat"
770000,"3 bed property for sale ","Dupont Road, London SW20",51.409141,-0.221291,"1/9/2021",NA,3,1,1,"property"
675000,"3 bed semi-detached house for sale ","Tudor Avenue, Romford RM2",51.58466,0.19831,"1/9/2021",NA,3,1,1,"semi-detached house"
730000,"3 bed bungalow for sale ","London Road, Ewell Village KT17",51.353271,-0.247299,"1/9/2021",NA,3,2,2,"bungalow"
950000,"2 bed flat for sale ","Hillgate Place, London SW12",51.450386,-0.148877,"1/9/2021",NA,2,2,1,"flat"
1675000,"5 bed terraced house for sale ","Cranmore Way, London N10",51.5867,-0.136426,"1/9/2021",NA,5,2,1,"terraced house"
4e+05,"2 bed terraced house for sale ","Towpath Way, Croydon, Surrey CR0",51.391102,-0.078172,"1/9/2021",NA,2,1,1,"terraced house"
725000,"2 bed flat for sale ","Dennis Lane, Stanmore, Middlesex HA7",51.620109,-0.30878,"1/9/2021",NA,2,2,1,"flat"
3e+05,"2 bed maisonette for sale ","Court Road, South Orpington, Kent BR6",51.365085,0.109849,"1/9/2021",NA,2,1,1,"maisonette"
5e+05,"3 bed semi-detached house for sale ","Marian Close, Hayes UB4",51.527576,-0.392576,"1/9/2021",NA,3,1,2,"semi-detached house"
925000,"1 bed flat for sale ","Holland Park Avenue, London W11",51.508523,-0.20103,"1/9/2021",NA,1,1,1,"flat"
925000,"4 bed semi-detached house for sale ","Grierson Road, London SE23",51.4486,-0.04563,"1/9/2021",NA,4,2,2,"semi-detached house"
1425000,"6 bed terraced house for sale ","Nansen Road, London SW11",51.464145,-0.154633,"1/9/2021",NA,6,3,2,"terraced house"
1100000,"3 bed property for sale ","Willesden Lane, London NW6",51.544828,-0.212194,"1/9/2021",NA,3,2,1,"property"
1200000,"5 bed detached house for sale ","Hillcroome Road, Sutton SM2",51.359965,-0.180489,"1/9/2021",NA,5,2,4,"detached house"
350000,"2 bed flat for sale ","Turin Street, London E2",51.526464,-0.069594,"1/9/2021",NA,2,1,1,"flat"
275000,"1 bed flat for sale ","Woodland Close, London SE19",51.421328,-0.081996,"1/9/2021",NA,1,1,1,"flat"
1200000,"3 bed maisonette for sale ","Merthyr Terrace, London SW13",51.484798,-0.232766,"1/9/2021",NA,3,2,0,"maisonette"
495000,"Studio for sale ","The Avenue, Queen's Park, London NW6",51.541909,-0.210478,"1/9/2021",NA,0,1,1,NA
1345000,"3 bed flat for sale ","Camden Road, London NW1",51.54688,-0.131397,"1/9/2021",NA,3,2,1,"flat"
399950,"2 bed flat for sale ","Brighton Road, Surbiton KT6",51.39191,-0.311096,"1/9/2021",NA,2,1,1,"flat"
2500000,"5 bed flat for sale ","Elgin Avenue, London W9",51.526688,-0.192474,"1/9/2021",NA,5,4,2,"flat"
850000,"4 bed semi-detached house for sale ","St. James Avenue, Whetstone, London N20",51.623107,-0.163243,"1/9/2021",NA,4,2,1,"semi-detached house"
499950,"3 bed semi-detached house for sale ","Oakdene Road, Hillingdon UB10",51.538825,-0.449017,"1/9/2021",NA,3,1,1,"semi-detached house"
750000,"4 bed maisonette for sale ","Manor Parade, Manor Road, London N16",51.56566,-0.07424,"1/9/2021",NA,4,2,1,"maisonette"
1250000,"2 bed flat for sale ","Cornwall Mews South, London SW7",51.496346,-0.184401,"1/9/2021",NA,2,2,1,"flat"
5e+05,"2 bed flat for sale ","Robert Milligan House, Bow, London E3",51.532399,-0.028468,"1/9/2021",NA,2,2,1,"flat"
599000,"2 bed flat for sale ","3 Elgin Avenue, Maida Vale W9",51.524507,-0.200833,"1/9/2021",NA,2,1,1,"flat"
450000,"1 bed flat for sale ","Offley Road, Oval, London SW9",51.480228,-0.112347,"1/9/2021",NA,1,1,1,"flat"
6e+05,"4 bed terraced house for sale ","Bamford Avenue, Wembley HA0",51.53778,-0.29004,"1/9/2021",NA,4,2,2,"terraced house"
650000,"2 bed flat for sale ","Fletcher Street, Tower Hill E1",51.510612,-0.06646,"1/9/2021","850",2,2,0,"flat"
125000,"1 bed flat for sale ","Gatliff Road, Chelsea SW1W",51.487247,-0.148168,"1/9/2021","490",1,1,0,"flat"
475000,"2 bed flat for sale ","2 Dunn Street, London E8",51.551818,-0.073137,"1/9/2021",NA,2,1,1,"flat"
2.3e+07,"60 bed end terrace house for sale ","Lancaster Gate, Lancaster Gate W2",51.512106,-0.178851,"1/9/2021","25,000",60,0,0,"end terrace house"
290000,"1 bed flat for sale ","Wellesley Road, Croydon CR0",51.378825,-0.099479,"1/9/2021","440",1,1,0,"flat"
8e+05,"3 bed maisonette for sale ","Bartholomew Road, London NW5",51.545927,-0.137681,"1/9/2021",NA,3,1,2,"maisonette"
220000,"Studio for sale ","Wellesley Road, Croydon CR0",51.378825,-0.099479,"1/9/2021",NA,0,1,0,NA
325000,"1 bed maisonette for sale ","Bakers Avenue, Walthamstow, London E17",51.575617,-0.01588,"1/9/2021",NA,1,1,1,"maisonette"
575000,"3 bed terraced house for sale ","Elphinstone Road, Walthamstow, London E17",51.594252,-0.025404,"1/9/2021",NA,3,1,2,"terraced house"
314000,"2 bed flat for sale ","Shipbuilding Way, London E13",51.532192,0.039895,"1/9/2021",NA,2,2,1,"flat"
155500,"1 bed flat for sale ","Coombe Road, Croydon, Surrey CR0",51.366836,-0.094402,"1/9/2021",NA,1,1,1,"flat"
425000,"3 bed flat for sale ","Copeland House, Garratt Lane, Tooting, London SW17",51.432064,-0.178885,"1/9/2021",NA,3,0,0,"flat"
475000,"2 bed flat for sale ","Shipbuilding Way, London E13",51.532192,0.039895,"1/9/2021",NA,2,2,1,"flat"
235000,"1 bed flat for sale ","Coombe Road, Croydon, Surrey CR0",51.366836,-0.094402,"1/9/2021",NA,1,1,1,"flat"
8e+05,"4 bed detached house for sale ","Redwood Close, Kenley, Surrey CR8",51.324379,-0.10199,"1/9/2021",NA,4,2,2,"detached house"
425000,"3 bed terraced house for sale ","Beeston Way, Feltham, Middlesex TW14",51.457124,-0.401284,"1/9/2021",NA,3,1,2,"terraced house"
4e+05,"1 bed flat for sale ","Duncombe House, Royal Arsenal Riverside, London SE18",51.491283,0.072855,"1/9/2021","572",1,1,1,"flat"
8e+05,"2 bed flat for sale ","Cutter Lane, North Greenwich SE10",51.501697,0.007163,"1/9/2021","900",2,2,1,"flat"
420000,"1 bed flat for sale ","Arora Tower, North Greenwich SE10",51.503781,-0.000121,"1/9/2021","410",1,1,1,"flat"
420000,"1 bed flat for sale ","Poldo House, Greenwich SE10",51.48981,0.003817,"1/9/2021","544",1,1,1,"flat"
9e+05,"2 bed flat for sale ","Cedar House, Canada Water SE16",51.498981,-0.047199,"1/9/2021","1,012",2,2,1,"flat"
590000,"2 bed flat for sale ","Jubilee Court, Greenwich SE10",51.481815,-0.01439,"1/9/2021","808",2,2,1,"flat"
4e+05,"1 bed flat for sale ","Beacon Point, Greenwich SE10",51.482883,-0.017151,"1/9/2021","578",1,1,1,"flat"
550000,"2 bed flat for sale ","Deveraux House, Royal Arsenal Riverside SE18",51.494523,0.067137,"1/9/2021","741",2,2,1,"flat"
945000,"4 bed terraced house for sale ","Allison Road, London N8",51.582836,-0.104654,"1/9/2021",NA,4,2,2,"terraced house"
365000,"2 bed flat for sale ","Lullingstone Lane, Hither Green, London SE13",51.448868,-0.005774,"1/9/2021",NA,2,1,1,"flat"
350000,"1 bed flat for sale ","Adenmore Road, Catford, London SE6",51.449702,-0.024706,"1/9/2021",NA,1,1,1,"flat"
425000,"2 bed flat for sale ","Farley Road, Catford, London SE6",51.448278,-0.014953,"1/9/2021",NA,2,2,1,"flat"
3e+05,"2 bed flat for sale ","Danson Crescent, Welling DA16",51.461608,0.108194,"31/8/2021","680",2,1,1,"flat"
3e+05,"1 bed maisonette for sale ","Tynemouth Road, London N15",51.586145,-0.069462,"31/8/2021",NA,1,0,0,"maisonette"
425000,"3 bed semi-detached house for sale ","Park Lane, Chadwell Heath RM6",51.572895,0.130845,"31/8/2021",NA,3,0,0,"semi-detached house"
245000,"1 bed flat for sale ","Kingshott House, East Street, Epsom KT17",51.337434,-0.259303,"31/8/2021",NA,1,0,0,"flat"
1495000,"2 bed flat for sale ","Ebenezer Street, London N1",51.528419,-0.089018,"31/8/2021",NA,2,3,1,"flat"
8950000,"3 bed flat for sale ","603 Burlington Gate, Mayfair W1S",51.510349,-0.141312,"31/8/2021",NA,3,3,1,"flat"
575000,"3 bed end terrace house for sale ","Oaklands Road, Bromley BR1",51.413628,0.006742,"31/8/2021",NA,3,1,1,"end terrace house"
5e+05,"2 bed flat for sale ","Grayshott Road, London, UK SW11",51.467114,-0.1585,"31/8/2021",NA,2,1,1,"flat"
625000,"5 bed terraced house for sale ","Clayton Road, Isleworth TW7",51.46768,-0.34195,"31/8/2021",NA,5,2,2,"terraced house"
749950,"4 bed detached house for sale ","Wilsmere Drive, Harrow, Harrow HA3",51.608809,-0.332422,"31/8/2021",NA,4,2,3,"detached house"
410000,"2 bed flat for sale ","Warburton Street, London E8",51.538678,-0.058567,"31/8/2021",NA,2,1,1,"flat"
625000,"2 bed flat for sale ","Leathwaite Road, London SW11",51.457103,-0.161007,"31/8/2021",NA,2,1,1,"flat"
525000,"2 bed flat for sale ","Trevelyan Road, London SW17",51.422746,-0.169052,"31/8/2021",NA,2,1,1,"flat"
485000,"5 bed terraced house for sale ","Old Town, Croydon CR0",51.369632,-0.104757,"31/8/2021",NA,5,2,1,"terraced house"
340000,"2 bed terraced house for sale ","Hill View Drive, London SE28",51.501381,0.09052,"31/8/2021",NA,2,3,1,"terraced house"
260000,"1 bed flat for sale ","Longlands Road, Sidcup DA15",51.432731,0.098016,"31/8/2021",NA,1,1,1,"flat"
850000,"4 bed semi-detached house for sale ","Darrick Wood Road, Orpington, Orpington BR6",51.371772,0.07711,"31/8/2021",NA,4,2,3,"semi-detached house"
650000,"3 bed semi-detached house for sale ","Highwood Gardens, Clayhall IG5",51.583762,0.064203,"31/8/2021",NA,3,1,2,"semi-detached house"
289995,"1 bed flat for sale ","Church Road, Shortlands, Bromley BR2",51.401581,-0.001362,"31/8/2021",NA,1,1,1,"flat"
525000,"3 bed terraced house for sale ","Ferrymead Avenue, Greenford UB6",51.535211,-0.368451,"31/8/2021",NA,3,1,1,"terraced house"
1950000,"2 bed flat for sale ","Ovington Court, 197-205 Brompton Road, London SW3",51.497614,-0.16687,"31/8/2021",NA,2,2,0,"flat"
290000,"1 bed end terrace house for sale ","Coulter Close, Hayes UB4",51.528332,-0.38351,"31/8/2021",NA,1,1,1,"end terrace house"
450000,"3 bed terraced house for sale ","Lela Avenue, Hounslow TW4",51.47363,-0.396445,"31/8/2021",NA,3,0,0,"terraced house"
575000,"2 bed flat for sale ","Telegraph Avenue, Greenwich, London SE10",51.490438,0.003948,"31/8/2021",NA,2,2,1,"flat"
425000,"3 bed semi-detached house for sale ","Taunton Close, Bexleyheath, Kent DA7",51.463113,0.170875,"31/8/2021",NA,3,0,0,"semi-detached house"
475000,"3 bed semi-detached house for sale ","Mayplace Road East, Bexleyheath, Kent DA7",51.458812,0.16664,"31/8/2021",NA,3,0,0,"semi-detached house"
210000,"Studio for sale ","Silbury Avenue, Mitcham CR4",51.411907,-0.172393,"31/8/2021",NA,0,1,1,NA
6e+05,"2 bed flat for sale ","Regent Terrace, Rita Road, London SW8",51.481297,-0.121247,"31/8/2021",NA,2,1,1,"flat"
570000,"3 bed end terrace house for sale ","Hughan Road, Stratford, London E15",51.550376,0.003307,"31/8/2021",NA,3,0,0,"end terrace house"
290000,"2 bed flat for sale ","Wellmeadow Road, Catford, London SE6",51.43621,-0.01755,"31/8/2021",NA,2,1,1,"flat"
549995,"3 bed semi-detached house for sale ","Hook Lane, South Welling, Kent DA16",51.457181,0.097239,"31/8/2021",NA,3,1,2,"semi-detached house"
475000,"3 bed semi-detached house for sale ","Teevan Road, Addiscombe, Croydon CR0",51.383368,-0.071483,"31/8/2021",NA,3,0,0,"semi-detached house"
1100000,"3 bed semi-detached house for sale ","East Acton Lane, East Acton, London W3",51.512912,-0.25131,"31/8/2021",NA,3,0,0,"semi-detached house"
410000,"2 bed semi-detached house for sale ","Whittington Avenue, Hayes, Middlesex UB4",51.525059,-0.418482,"31/8/2021",NA,2,0,0,"semi-detached house"
199950,"1 bed flat for sale ","Bath Road, Hayes UB3",51.481399,-0.44652,"31/8/2021",NA,1,0,0,"flat"
425000,"2 bed flat for sale ","Wharfside Point, Prestons Road, Blackwall, Canary Wharf, London E14",51.508216,-0.009207,"31/8/2021",NA,2,0,0,"flat"
375000,"2 bed terraced house for sale ","Ryarsh Crescent, Orpington, Kent BR6",51.362908,0.08856,"31/8/2021",NA,2,0,0,"terraced house"
8e+05,"5 bed semi-detached house for sale ","Sevenoaks Road, Orpington, Kent BR6",51.37183,0.096538,"31/8/2021",NA,5,0,0,"semi-detached house"
299999,"1 bed maisonette for sale ","Kennedy Road, Hanwell, London W7",51.525244,-0.339436,"31/8/2021",NA,1,0,0,"maisonette"
350000,"1 bed maisonette for sale ","Victory Parade, London SE18",51.491273,0.072285,"31/8/2021",NA,1,1,1,"maisonette"
950000,"4 bed property for sale ","Henry Tate Mews, Streatham Hill SW16",51.424822,-0.116703,"31/8/2021",NA,4,3,2,"property"
650000,"3 bed maisonette for sale ","Chartleigh House, 6 Seymour Road, Finchley, London N3",51.606184,-0.184451,"31/8/2021",NA,3,2,1,"maisonette"
649000,"2 bed flat for sale ","""Voyager House Type A Fourth Floor"" at York Road, London SW11",51.467659,-0.178462,"31/8/2021",NA,2,0,1,"flat"
270000,"1 bed flat for sale ","Burlington Road, New Malden KT3",51.399618,-0.241287,"31/8/2021",NA,1,1,1,"flat"
450000,"2 bed flat for sale ","Roman Road, Bow, London E3",51.531954,-0.03401,"31/8/2021",NA,2,1,1,"flat"
580000,"2 bed flat for sale ","Cephas Avenue, Stepney Green, London E1",51.523376,-0.048976,"31/8/2021",NA,2,1,1,"flat"
395000,"3 bed maisonette for sale ","Broomfield Street, Poplar, London E14",51.516466,-0.018924,"31/8/2021",NA,3,1,1,"maisonette"
6e+05,"2 bed flat for sale ","Westleigh Avenue, London SW15",51.4559,-0.226775,"31/8/2021",NA,2,2,1,"flat"
5e+05,"3 bed end terrace house for sale ","Kennet Close, Upminster RM14",51.569284,0.267255,"31/8/2021",NA,3,1,2,"end terrace house"
489995,"2 bed flat for sale ","Hurstwood Court, 15 Hall Lane RM14",51.560166,0.250618,"31/8/2021",NA,2,1,2,"flat"
350000,"1 bed flat for sale ","Baltic Court, London SE16",51.500401,-0.043407,"31/8/2021",NA,1,1,1,"flat"
435000,"1 bed flat for sale ","172 Downton Avenue, London SW2",51.439016,-0.118004,"31/8/2021",NA,1,1,0,"flat"
550000,"3 bed semi-detached house for sale ","Camrose Avenue, Edgware HA8",51.604129,-0.280666,"31/8/2021","883",3,1,2,"semi-detached house"
1150000,"2 bed flat for sale ","Brechin Place, London SW7",51.491098,-0.181691,"31/8/2021",NA,2,1,1,"flat"
4e+05,"1 bed flat for sale ","Temple Street, London E2",51.531669,-0.061315,"31/8/2021",NA,1,1,1,"flat"
1199950,"2 bed flat for sale ","Boyd House, Kidderpore Avenue NW3",51.557679,-0.194559,"31/8/2021",NA,2,2,1,"flat"
750000,"2 bed flat for sale ","Regents Park Road, London NW1",51.543343,-0.153939,"31/8/2021",NA,2,2,1,"flat"
6e+05,"2 bed flat for sale ","Cascades Tower, 4 Westferry Road, London E14",51.502456,-0.027008,"31/8/2021",NA,2,2,1,"flat"
6e+05,"2 bed flat for sale ","Lavender Hill, London SW11",51.464179,-0.162937,"31/8/2021",NA,2,1,1,"flat"
599999,"4 bed end terrace house for sale ","North Circular Road, London NW10",51.552017,-0.258422,"31/8/2021",NA,4,0,0,"end terrace house"
825000,"4 bed semi-detached house for sale ","Birch Grove, Potters Bar EN6",51.694763,-0.182655,"31/8/2021",NA,4,2,1,"semi-detached house"
899950,"5 bed property for sale ","First Avenue, Hendon, London NW4",51.588747,-0.21924,"31/8/2021",NA,5,2,1,"property"
1550000,"4 bed flat for sale ","Marlborough Mansions, Cannon Hill, West Hampstead, London NW6",51.55344,-0.190884,"31/8/2021",NA,4,2,2,"flat"
155000,"1 bed flat for sale ","Radbourne Court, Harrow, Middlesex HA3",51.581528,-0.313671,"31/8/2021",NA,1,1,1,"flat"
290000,"1 bed flat for sale ","Building 22, Cadogan Road, Royal Arsenal, Woolwich SE18",51.49349,0.072554,"31/8/2021",NA,1,1,1,"flat"
375000,"3 bed flat for sale ","Coopers Court, Turners Close, Whetstone N20",51.622998,-0.15434,"31/8/2021",NA,3,2,1,"flat"
0,"Land for sale ","Churchview Road, Twickenham TW2",51.444057,-0.350516,"31/8/2021",NA,0,0,0,NA
629950,"2 bed detached house for sale ","Leigham Vale, London SW2",51.438042,-0.109483,"31/8/2021",NA,2,1,1,"detached house"
5e+05,"1 bed flat for sale ","Liverpool Road, London N1",51.539727,-0.106356,"31/8/2021",NA,1,1,1,"flat"
770000,"3 bed maisonette for sale ","Turney Road, London SE21",51.445773,-0.097035,"31/8/2021",NA,3,2,0,"maisonette"
1200000,"3 bed terraced house for sale ","Boxall Road, London SE21",51.449493,-0.086345,"31/8/2021",NA,3,1,2,"terraced house"
360000,"1 bed flat for sale ","22 Forest Drive East, London, Greater London. E11",51.574018,0.002254,"31/8/2021",NA,1,1,1,"flat"
365000,"1 bed flat for sale ","Sinclair Gardens, Brook Green, London W14",51.501907,-0.216806,"31/8/2021",NA,1,1,1,"flat"
1150000,"5 bed detached house for sale ","Addiscombe Road, Croydon, ., Surrey CR0",51.374479,-0.067402,"31/8/2021",NA,5,4,3,"detached house"
230000,"2 bed flat for sale ","Waddon Road, Croydon CR0",51.371147,-0.116808,"31/8/2021",NA,2,1,1,"flat"
615000,"3 bed semi-detached house for sale ","Long Drive, Ruislip, Middlesex HA4",51.559609,-0.391504,"31/8/2021",NA,3,0,0,"semi-detached house"
